srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm
59.166.0.2,14719,149.171.126.4,35026,tcp,FIN,0.320929,5000,2976,31,29,7,7,-,119852.0547,71542.30469,26,28,255,255,2532553749,2535796732,192,106,0,0,844.019002,22.636473,1424255114,1424255115,12.82508,11.867741,0.000619,0.000496,0.000123,0,0,,, ,3,6,3,1,1,1,3
59.166.0.6,11979,149.171.126.5,58238,tcp,FIN,0.004977,320,1888,31,29,1,2,ftp-data,429174.2188,2655415.0,6,8,255,255,3552553353,1406780856,53,236,0,0,53.220433,1.269385,1424255116,1424255116,0.9318,0.642714,0.001024,0.000475,0.000549,0,0,,, ,2,2,3,4,1,1,3
59.166.0.1,19266,149.171.126.3,6881,tcp,FIN,0.017342,1540,1644,31,29,4,4,-,666128.5,716411.0625,16,18,255,255,2600879649,2606490456,96,91,0,0,69.075755,1.9145,1424255118,1424255118,1.134733,0.992941,0.000575,0.000458,0.000117,0,0,,, ,5,9,4,5,4,2,5
149.171.126.14,1043,175.45.176.1,53,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424255121,1424255121,0.007,0.0,0.0,0.0,0.0,0,0,,, ,42,42,42,42,42,23,42
175.45.176.1,15625,149.171.126.11,111,tcp,FIN,0.633927,564,354,254,252,2,1,-,6410.833008,3912.122559,10,8,255,255,1819975856,2065649490,56,44,0,0,5451.908848,140.028875,1424255124,1424255125,69.920444,89.210289,0.05721,0.009446,0.047764,0,1,,, ,1,1,1,19,1,1,1
175.45.176.1,1043,149.171.126.14,53,udp,INT,3e-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424255128,1424255128,0.003,0.0,0.0,0.0,0.0,0,2,,, ,24,24,12,13,12,12,24
149.171.126.14,1043,175.45.176.1,53,udp,INT,4e-06,264,0,60,0,0,0,dns,264000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424255129,1424255129,0.004,0.0,0.0,0.0,0.0,0,0,,, ,42,42,42,42,42,23,42
149.171.126.14,1043,175.45.176.1,53,udp,INT,4e-06,264,0,60,0,0,0,dns,264000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424255129,1424255129,0.004,0.0,0.0,0.0,0.0,0,0,,, ,42,42,42,42,42,23,42
59.166.0.6,42640,149.171.126.3,111,udp,CON,0.004607,568,304,31,29,0,0,-,739743.875,395919.25,4,4,0,0,0,0,142,76,0,0,1.656516,1.480917,1424255132,1424255132,1.173333,1.054667,0.0,0.0,0.0,0,0,,, ,3,3,4,2,1,1,3
149.171.126.14,47439,175.45.176.1,53,udp,INT,9e-06,264,0,60,0,0,0,dns,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424255134,1424255134,0.009,0.0,0.0,0.0,0.0,0,0,,, ,28,28,19,19,19,19,28
59.166.0.5,11174,149.171.126.4,53,udp,CON,0.000993,130,162,31,29,0,0,dns,523665.6563,652568.0,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424255134,1424255134,0.001,0.003,0.0,0.0,0.0,0,0,,, ,1,1,2,2,1,1,2
59.166.0.5,31106,149.171.126.2,5190,tcp,FIN,0.004553,1064,2260,31,29,4,4,-,1714913.25,3640676.5,12,12,255,255,218066124,218376780,89,188,0,0,19.624841,0.482793,1424255136,1424255136,0.382909,0.358182,0.000729,0.000604,0.000125,0,0,,, ,1,2,2,1,1,1,1
175.45.176.2,25233,149.171.126.13,12590,udp,INT,9e-06,102,0,254,0,0,0,-,45333332.0,0.0,2,0,0,0,0,0,51,0,0,0,0.0,0.0,1424255138,1424255138,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1
59.166.0.5,20424,149.171.126.7,53,udp,CON,0.001044,146,178,31,29,0,0,dns,559386.9375,681992.3125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424255159,1424255159,0.009,0.007,0.0,0.0,0.0,0,0,,, ,5,4,4,8,2,1,3
149.171.126.14,1043,175.45.176.1,53,udp,INT,1.3e-05,264,0,60,0,0,0,dns,81230768.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424255161,1424255161,0.013,0.0,0.0,0.0,0.0,0,0,,, ,42,42,42,42,42,23,42
175.45.176.3,3348,149.171.126.15,16947,tcp,FIN,0.610628,532,268,254,252,2,1,-,6275.506348,2934.683594,10,6,255,255,85038225,4223672438,53,45,0,0,3997.798866,178.255469,1424255166,1424255166,67.847556,97.309203,0.158955,0.102071,0.056884,0,1,,, ,1,1,1,1,1,1,1
175.45.176.0,60998,149.171.126.14,445,tcp,FIN,1.054459,1002,714,254,252,3,2,-,6972.295898,4741.768066,12,8,255,255,1409938043,2027876285,84,89,0,0,5926.919891,266.495437,1424255170,1424255171,94.556544,136.344141,0.187822,0.100047,0.087775,0,1,,, ,3,3,11,1,1,1,3
149.171.126.14,1043,175.45.176.1,53,udp,INT,4e-06,264,0,60,0,0,0,dns,264000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424255172,1424255172,0.004,0.0,0.0,0.0,0.0,0,0,,, ,30,30,23,23,23,23,30
149.171.126.14,1043,175.45.176.1,53,udp,INT,8e-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424255176,1424255176,0.008,0.0,0.0,0.0,0.0,0,0,,, ,23,23,11,11,11,11,23
59.166.0.2,44229,149.171.126.9,42751,tcp,FIN,0.024986,3390,43918,31,29,7,22,-,1066197.0,13819258.0,56,58,255,255,153294325,154141424,61,757,0,0,26.157157,24.786169,1424255186,1424255186,0.474596,0.429088,0.000646,0.000521,0.000125,0,0,,, ,5,1,2,3,1,1,1
175.45.176.0,2751,149.171.126.14,445,tcp,FIN,0.768376,1060,830,254,252,3,2,-,10120.0459,7777.442383,12,10,255,255,1684109626,3811475189,88,83,0,0,4577.656258,117.905609,1424255194,1424255195,65.014094,78.468891,0.105698,0.062148,0.04355,0,1,,, ,3,3,10,1,1,1,4
59.166.0.5,5849,149.171.126.6,48734,tcp,FIN,0.455281,5064,3080,31,29,7,7,-,85819.53125,52328.125,28,30,255,255,70848886,251371867,181,103,0,0,1040.326851,27.278422,1424255196,1424255197,16.850629,15.681207,0.000645,0.000523,0.000122,0,0,,, ,6,5,3,3,1,1,5
59.166.0.4,27372,149.171.126.7,25,tcp,FIN,0.326947,37296,3380,31,29,18,8,smtp,895044.125,80747.03125,52,42,255,255,2996233374,858278907,717,80,0,0,611.296236,20.342082,1424255197,1424255198,6.404059,7.946537,0.001267,0.001133,0.000134,0,0,,, ,1,2,3,1,1,1,1
59.166.0.6,3649,149.171.126.8,46549,udp,CON,0.001756,520,304,31,29,0,0,-,1776765.375,1038724.375,4,4,0,0,0,0,130,76,0,0,0.649831,0.28167,1424255200,1424255200,0.463,0.202667,0.0,0.0,0.0,0,0,,, ,5,6,4,5,1,1,5
149.171.126.14,1043,175.45.176.1,53,udp,INT,2.8e-05,264,0,60,0,0,0,dns,37714284.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424255200,1424255200,0.028,0.0,0.0,0.0,0.0,0,0,,, ,31,31,23,23,23,23,31
175.45.176.0,28714,149.171.126.14,445,tcp,FIN,0.63386,1000,768,254,252,3,2,-,11573.53418,8481.368164,12,8,255,255,500385806,3942462153,83,96,0,0,2785.25191,106.774648,1424255201,1424255202,55.258456,79.516289,0.139039,0.077244,0.061795,0,1,,, ,4,4,1,1,1,1,4
59.166.0.4,16516,149.171.126.9,22,tcp,FIN,0.868791,12752,13410,31,29,35,33,ssh,116511.3359,122524.2891,128,128,255,255,3788747661,1643637821,100,105,0,0,485.520779,0.0,1424255202,1424255203,6.950328,6.835394,0.00068,0.000561,0.000119,0,0,,, ,1,1,3,3,1,1,1
149.171.126.14,47439,175.45.176.1,53,udp,INT,8e-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424255205,1424255205,0.008,0.0,0.0,0.0,0.0,0,0,,, ,40,40,17,17,17,17,40
149.171.126.14,47439,175.45.176.1,53,udp,INT,8e-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424255210,1424255210,0.008,0.0,0.0,0.0,0.0,0,0,,, ,35,35,35,35,35,16,35
149.171.126.14,1043,175.45.176.1,53,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424255210,1424255210,0.007,0.0,0.0,0.0,0.0,0,0,,, ,35,35,35,35,35,19,35
59.166.0.0,55830,149.171.126.2,53,udp,CON,0.001004,146,178,31,29,0,0,dns,581673.3125,709163.375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424255210,1424255210,0.003,0.007,0.0,0.0,0.0,0,0,,, ,1,1,3,2,1,1,1
59.166.0.8,1924,149.171.126.3,64399,tcp,FIN,0.022953,3598,45562,31,29,7,24,-,1233477.125,15624276.0,60,62,255,255,1860913532,1874382388,60,735,0,0,20.918754,20.761951,1424255213,1424255213,0.383881,0.367377,0.000664,0.00054,0.000124,0,0,,, ,2,2,2,2,1,1,1
59.166.0.9,14910,149.171.126.1,8619,tcp,FIN,0.040965,3390,43918,31,29,7,22,-,650311.25,8428854.0,56,58,255,255,733425156,2879148110,61,757,0,0,50.068853,47.331296,1424255215,1424255215,0.766811,0.707386,0.000766,0.000636,0.00013,0,0,,, ,8,3,4,5,1,1,2
59.166.0.2,22606,149.171.126.1,80,tcp,FIN,1.388628,1684,10168,31,29,3,5,http,9010.332031,55329.43359,14,18,255,255,1993429495,2016035648,120,565,1,3924,9022.162596,7896.991132,1424255217,1424255219,106.791464,81.656588,0.000578,0.000464,0.000114,0,0,1.0,, ,1,1,3,4,1,1,1
59.166.0.6,2289,149.171.126.2,53,udp,CON,0.000973,130,162,31,29,0,0,dns,534429.5625,665981.5,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424255218,1424255218,0.009,0.005,0.0,0.0,0.0,0,0,,, ,3,1,4,5,2,1,2
175.45.176.1,47439,149.171.126.14,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424255225,1424255225,0.008,0.0,0.0,0.0,0.0,0,2,,, ,29,29,29,29,29,15,29
59.166.0.0,20414,149.171.126.2,22880,udp,CON,0.001735,520,304,31,29,0,0,-,1798270.875,1051296.75,4,4,0,0,0,0,130,76,0,0,0.63451,0.29416,1424255230,1424255230,0.451667,0.213,0.0,0.0,0.0,0,0,,, ,8,5,7,5,1,1,4
59.166.0.0,40874,149.171.126.0,80,tcp,FIN,1.082712,1580,10168,31,29,3,5,http,10706.44727,70962.53906,12,18,255,255,3005590910,3055834276,132,565,1,3924,9552.700342,7692.465504,1424255233,1424255234,98.397908,63.65694,0.000679,0.000541,0.000138,0,0,1.0,, ,1,1,6,1,1,1,1
149.171.126.14,1043,175.45.176.1,53,udp,INT,2e-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424255241,1424255241,0.002,0.0,0.0,0.0,0.0,0,0,,, ,33,33,17,17,17,17,33
149.171.126.14,1043,175.45.176.1,53,udp,INT,5e-06,264,0,60,0,0,0,dns,211200000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424255247,1424255247,0.005,0.0,0.0,0.0,0.0,0,0,,, ,40,40,40,40,40,22,40
149.171.126.14,47439,175.45.176.1,53,udp,INT,3e-06,264,0,60,0,0,0,dns,352000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424255247,1424255247,0.003,0.0,0.0,0.0,0.0,0,0,,, ,40,40,40,40,40,18,40
175.45.176.2,50064,149.171.126.13,80,tcp,FIN,1.090733,136019,870,254,252,53,1,http,988729.5625,6065.645508,112,20,255,255,4013437988,3169510304,1214,44,1,0,1247.989294,103.151578,1424255247,1424255248,9.725649,56.477789,0.059692,0.017647,0.042045,0,1,1.0,, ,2,1,1,1,1,1,1
149.171.126.14,47439,175.45.176.1,53,udp,INT,3e-06,264,0,60,0,0,0,dns,352000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424255247,1424255247,0.003,0.0,0.0,0.0,0.0,0,0,,, ,40,40,40,40,40,18,40
149.171.126.14,1043,175.45.176.1,53,udp,INT,2e-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424255249,1424255249,0.002,0.0,0.0,0.0,0.0,0,0,,, ,37,37,23,23,23,23,37
149.171.126.14,47439,175.45.176.1,53,udp,INT,8e-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424255250,1424255250,0.008,0.0,0.0,0.0,0.0,0,0,,, ,37,37,14,14,14,14,37
149.171.126.14,1043,175.45.176.1,53,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424255259,1424255259,0.007,0.0,0.0,0.0,0.0,0,0,,, ,27,27,27,27,27,16,27
59.166.0.0,33810,149.171.126.4,11619,udp,CON,0.007147,520,304,31,29,0,0,-,436546.7813,255211.9688,4,4,0,0,0,0,130,76,0,0,2.987526,0.467397,1424255264,1424255264,2.116,0.336,0.0,0.0,0.0,0,0,,, ,3,5,4,4,1,1,4
59.166.0.8,36141,149.171.126.2,111,udp,CON,0.151336,284,160,31,29,0,0,-,7506.475586,4229.000488,2,2,0,0,0,0,142,80,0,0,0.0,0.0,1424255560,1424255560,0.006,0.003,0.0,0.0,0.0,0,0,,, ,9,6,4,2,2,2,2
59.166.0.6,38337,149.171.126.2,6881,tcp,FIN,6.99693,7878,301638,31,29,13,109,-,8939.920898,343478.625,132,246,255,255,3780387906,1726506750,60,1226,0,0,14072.93978,10309.20628,1424255560,1424255567,53.409152,28.556747,0.000634,0.000521,0.000113,0,0,,, ,5,11,5,1,1,1,3
59.166.0.8,19145,149.171.126.2,64023,tcp,FIN,0.941913,5064,3080,31,29,7,7,-,41481.53906,25293.20703,28,30,255,255,914998594,1479835905,181,103,0,0,67.129391,63.827789,1424255560,1424255561,36.214922,32.461207,0.000678,0.000538,0.00014,0,0,,, ,5,11,3,1,1,1,2
59.166.0.8,45415,149.171.126.7,3723,tcp,FIN,0.033907,3598,46566,31,29,7,24,-,834989.8125,10809567.0,60,62,255,255,3702134511,1561443162,60,751,0,0,32.576807,31.380506,1424255571,1424255571,0.578914,0.546574,0.000704,0.000563,0.000141,0,0,,, ,2,4,1,3,1,1,1
59.166.0.6,13270,149.171.126.9,21,tcp,FIN,0.026472,2934,3742,31,29,11,15,ftp,869749.125,1110003.0,52,54,255,255,605072768,606141120,56,69,0,0,40.141604,1.017219,1424255573,1424255573,0.52316,0.488019,0.000751,0.000603,0.000148,0,0,,1.0,1,1,1,3,4,1,1,3
59.166.0.5,40752,149.171.126.2,11677,tcp,FIN,0.78782,4992,3080,31,29,7,7,-,48884.26563,30240.41016,28,30,255,255,3954650429,1904367034,178,103,0,0,1612.859051,41.074164,1424255575,1424255576,29.167371,27.147689,0.000642,0.000529,0.000113,0,0,,, ,7,11,3,4,1,1,4
175.45.176.1,4974,149.171.126.15,111,tcp,FIN,0.637548,564,354,254,252,2,1,-,6374.421875,3889.903076,10,8,255,255,1757440322,2556297573,56,44,0,0,5408.121127,138.953469,1424255575,1424255576,69.577,89.911711,0.055882,0.008157,0.047725,0,1,,, ,1,1,1,1,1,1,1
59.166.0.3,52689,149.171.126.7,26662,tcp,FIN,0.013662,2126,12340,31,29,7,10,-,1206265.5,7013907.0,32,34,255,255,2715481254,2715760760,66,363,0,0,31.312798,25.438677,1424255580,1424255580,0.45869,0.39603,0.000749,0.000588,0.000161,0,0,,, ,7,4,3,6,1,1,1
59.166.0.0,8453,149.171.126.7,54475,tcp,FIN,0.223301,8928,320,31,29,4,1,ftp-data,297034.0625,9565.564453,14,6,255,255,510106536,1040507089,638,53,0,0,1565.928736,66.575195,1424255581,1424255581,17.176999,44.532199,0.000647,0.000518,0.000129,0,0,,, ,6,3,7,3,1,1,5
59.166.0.1,26804,149.171.126.1,64665,tcp,FIN,0.002929,320,1902,31,29,1,2,ftp-data,729259.125,4547627.5,6,8,255,255,3657229080,1511460497,53,238,0,0,29.283559,0.567198,1424255592,1424255592,0.5244,0.343429,0.000644,0.000522,0.000122,0,0,,, ,3,3,10,6,1,1,8
59.166.0.7,3425,149.171.126.0,47759,tcp,FIN,0.153829,4550,74896,31,29,7,33,-,233610.0625,3846349.0,78,80,255,255,860161923,865305172,58,936,0,0,102.785862,101.347164,1424255595,1424255595,1.993831,1.940481,0.000654,0.000528,0.000126,0,0,,, ,8,4,2,4,1,1,2
59.166.0.5,6786,149.171.126.0,48773,tcp,FIN,0.123957,4654,74896,31,29,7,33,-,296619.0,4773268.0,80,80,255,255,2145195118,2153472937,58,936,0,0,100.575795,2.748405,1424255604,1424255604,1.564949,1.55143,0.001519,0.001388,0.000131,0,0,,, ,7,2,4,3,1,1,1
59.166.0.8,15888,149.171.126.0,5190,tcp,FIN,1.542403,3314,27552,31,29,9,14,-,16799.75977,139802.6406,44,46,255,255,3659804970,3660099580,75,599,0,0,2577.121768,2521.583129,1424255610,1424255612,35.861908,34.262022,0.000762,0.000603,0.000159,0,0,,, ,3,3,2,1,1,1,1
59.166.0.2,58902,149.171.126.2,61760,tcp,FIN,0.053113,3390,42080,31,29,7,22,-,501572.125,6228983.5,56,58,255,255,1822740143,3968433864,61,726,0,0,63.305765,62.187606,1424255614,1424255614,0.959636,0.937321,0.000782,0.000615,0.000167,0,0,,, ,5,4,3,3,1,1,2
175.45.176.3,5737,149.171.126.17,80,tcp,RST,0.060103,258,86,254,60,1,1,-,28617.54102,5723.507812,6,2,255,255,2835292496,2060802977,43,43,0,0,707.793765,0.0,1424255615,1424255615,12.0206,0.008,0.048751,0.02734,0.021411,0,0,,, ,21,20,5,5,5,1,21
59.166.0.5,10538,149.171.126.7,38922,tcp,FIN,0.390385,5064,3080,31,29,7,7,-,100085.8125,61026.93359,28,30,255,255,215262162,2368988954,181,103,0,0,843.180016,22.049354,1424255615,1424255616,14.447074,13.92225,0.001525,0.000559,0.000966,0,0,,, ,3,11,5,1,1,1,3
175.45.176.3,32523,149.171.126.16,111,udp,INT,9e-06,168,0,254,0,0,0,-,74666664.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424255616,1424255616,0.009,0.0,0.0,0.0,0.0,0,2,,, ,21,1,1,6,1,1,1
59.166.0.1,3643,149.171.126.6,5190,tcp,FIN,0.152388,3002,21506,31,29,8,12,-,153450.3906,1099351.625,38,38,255,255,1175257424,3325098824,79,566,0,0,0.0,643.076017,1424255617,1424255617,4.344086,4.103513,0.000716,0.000553,0.000163,0,0,,, ,4,1,2,2,1,1,1
59.166.0.5,1647,149.171.126.7,80,tcp,FIN,0.004001,1046,824,31,29,2,2,http,1831542.125,1483629.125,8,10,255,255,1487783773,1488800985,131,82,1,83,33.627159,0.689477,1424255621,1424255621,0.523286,0.384,0.000669,0.000541,0.000128,0,0,1.0,, ,2,3,2,5,1,1,2
59.166.0.8,20939,149.171.126.2,17347,tcp,FIN,0.007827,2126,12340,31,29,7,10,-,2105532.25,12242750.0,32,34,255,255,4005676235,4005998950,66,363,0,0,14.199686,13.215869,1424255625,1424255625,0.242516,0.224781,0.00075,0.000625,0.000125,0,0,,, ,7,10,5,2,1,1,2
175.45.176.1,0,149.171.126.17,0,ospf,INT,0.483232,1040,0,254,0,0,0,-,16356.5332,0.0,20,0,0,0,0,0,52,0,0,0,28.871186,0.0,1424255632,1424255632,25.433264,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1
175.45.176.1,0,149.171.126.17,0,ospf,INT,0.483232,1040,0,254,0,0,0,-,16356.5332,0.0,20,0,0,0,0,0,52,0,0,0,28.871186,0.0,1424255632,1424255632,25.433264,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1
59.166.0.5,1427,149.171.126.1,143,tcp,FIN,0.03779,7816,14968,31,29,30,32,-,1641069.0,3143688.75,122,126,255,255,1382875004,3529292292,64,119,0,0,25.812497,23.795261,1424255642,1424255642,0.320103,0.297968,0.000677,0.00054,0.000137,0,0,,, ,4,3,2,4,1,1,2
59.166.0.0,54916,149.171.126.3,25,tcp,FIN,0.235304,37152,3380,31,29,18,8,smtp,1238840.0,112195.2891,52,42,255,255,1287906332,1288859241,714,80,0,0,514.612343,17.346275,1424255649,1424255649,4.605275,5.725415,0.000717,0.000558,0.000159,0,0,,, ,2,3,7,4,1,1,2
59.166.0.3,17598,149.171.126.4,40294,udp,CON,0.119109,520,304,31,29,0,0,-,26194.49414,15313.70508,4,4,0,0,0,0,130,76,0,0,49.045871,49.942953,1424255650,1424255650,34.687668,35.317,0.0,0.0,0.0,0,0,,, ,6,6,2,4,1,1,5
10.40.170.2,0,10.40.170.2,0,arp,INT,0.0,46,0,0,0,0,0,-,0.0,0.0,1,0,0,0,0,0,46,0,0,0,0.0,0.0,1424255651,1424255651,60000.688,0.0,0.0,0.0,0.0,1,2,,, ,1,1,1,1,1,1,1
59.166.0.5,39283,149.171.126.1,53,udp,CON,0.001065,130,162,31,29,0,0,dns,488262.9375,608450.75,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424255655,1424255655,0.009,0.007,0.0,0.0,0.0,0,0,,, ,3,4,4,2,2,2,3
59.166.0.8,61807,149.171.126.1,58259,tcp,FIN,0.053943,2126,12340,31,29,7,10,-,305507.6563,1776393.625,32,34,255,255,1325453431,1328459257,66,363,0,0,200.236178,175.556181,1424255660,1424255660,1.729323,1.475727,0.005437,0.005241,0.000196,0,0,,, ,2,7,4,2,1,1,2
59.166.0.1,9966,149.171.126.6,8157,tcp,FIN,0.329453,4888,2976,31,29,7,7,-,114128.5703,69691.28125,26,28,255,255,3920077060,3924273263,188,106,0,0,831.007456,22.071334,1424255668,1424255668,13.16556,12.097444,0.002984,0.002816,0.000168,0,0,,, ,6,9,5,5,1,1,4
175.45.176.3,37031,149.171.126.14,29989,tcp,FIN,0.17185,524,268,254,252,2,1,-,21972.65039,10427.69922,10,6,255,255,1641299619,4093823854,52,45,0,0,1005.351135,49.793531,1424255670,1424255670,18.612222,30.071801,0.075759,0.021482,0.054277,0,1,,, ,1,1,1,1,1,1,1
175.45.176.1,24068,149.171.126.15,111,udp,INT,9e-06,168,0,254,0,0,0,-,74666664.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424255672,1424255672,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1
175.45.176.2,0,149.171.126.19,0,ospf,INT,1.120035,3024,0,254,0,0,0,-,20827.91992,0.0,28,0,0,0,0,0,108,0,0,0,46.794559,0.0,1424255680,1424255681,41.482777,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1
59.166.0.4,9548,149.171.126.2,7681,tcp,FIN,0.042754,2974,31328,31,29,7,18,-,545071.8125,5744866.0,48,50,255,255,3250134854,3277402986,62,627,0,0,58.212427,58.499222,1424255681,1424255681,0.901979,0.879729,0.000661,0.000522,0.000139,0,0,,, ,6,12,4,3,1,1,1
59.166.0.0,46873,149.171.126.9,25,tcp,FIN,0.256687,37152,3380,31,29,18,8,smtp,1135640.0,102849.0,52,42,255,255,1940554997,1941606168,714,80,0,0,540.281285,17.900424,1424255682,1424255683,5.23151,6.247049,0.000675,0.000554,0.000121,0,0,,, ,1,2,3,3,1,1,3
59.166.0.5,17030,149.171.126.8,80,tcp,FIN,0.028387,1062,824,31,29,2,2,http,262091.7969,209109.7969,8,10,255,255,3498458311,1359453595,133,82,1,83,242.552593,6.328889,1424255685,1424255685,4.005714,3.092333,0.00071,0.000554,0.000156,0,0,1.0,, ,3,3,5,1,1,1,2
10.40.182.6,138,10.40.182.255,138,udp,INT,0.000108,503,0,64,0,0,0,-,18666666.0,0.0,2,0,0,0,0,0,252,0,0,0,0.0,0.0,1424255693,1424255693,0.108,0.0,0.0,0.0,0.0,0,0,,, ,29,29,29,29,29,29,29
59.166.0.0,16418,149.171.126.7,55348,tcp,FIN,0.224421,424,8824,31,29,1,4,ftp-data,13225.14453,288350.9063,8,12,255,255,310622892,3391407449,53,735,0,0,2170.516263,1723.850935,1424255696,1424255696,32.007714,20.347727,0.000803,0.000591,0.000212,0,0,,, ,3,3,5,4,1,1,6
59.166.0.6,48959,149.171.126.2,25,tcp,FIN,0.058824,37152,3276,31,29,18,8,smtp,4955528.5,434516.5313,52,40,255,255,3312717050,3310288315,714,82,0,0,74.664809,4.086145,1424255699,1424255699,1.145608,1.533158,0.000713,0.000559,0.000154,0,0,,, ,1,1,2,3,1,1,2
59.166.0.1,22903,149.171.126.0,62910,tcp,FIN,0.070018,3390,42080,31,29,7,22,-,380473.5938,4725070.5,56,58,255,255,755649753,2905454604,61,726,0,0,99.378244,96.349385,1424255702,1424255702,1.2672,1.2415,0.000619,0.000493,0.000126,0,0,,, ,6,6,5,2,1,1,2
59.166.0.4,41958,149.171.126.9,39668,tcp,FIN,0.157225,4550,74896,31,29,7,33,-,228564.1563,3763269.25,78,80,255,255,3633555837,1500772171,58,936,0,0,0.0,151.902411,1424255707,1424255707,2.064408,1.968949,0.001939,0.001675,0.000264,0,0,,, ,3,6,5,3,1,1,3
59.166.0.5,47945,149.171.126.6,52735,tcp,FIN,0.005114,4024,2456,31,29,7,7,-,5946030.5,3629253.25,18,18,255,255,2380333520,2379339095,224,136,0,0,14.066057,0.335125,1424255723,1424255723,0.281882,0.271941,0.000597,0.000485,0.000112,0,0,,, ,5,7,4,3,1,1,3
59.166.0.0,16406,149.171.126.6,80,tcp,FIN,1.009783,1684,10168,31,29,3,5,http,12390.78027,76087.63281,14,18,255,255,2992847375,2993835635,120,565,1,3924,8764.725925,7675.129642,1424255727,1424255728,77.644385,59.370235,0.000579,0.000486,9.3e-05,0,0,4.0,, ,4,2,2,3,2,2,2
59.166.0.1,23366,149.171.126.7,80,tcp,FIN,1.145164,1580,10168,31,29,3,5,http,10122.56738,67092.57031,12,18,255,255,1095783621,1096749842,132,565,1,3924,10696.34319,8612.629522,1424255731,1424255732,104.072729,67.330413,0.000667,0.000543,0.000124,0,0,1.0,, ,2,2,2,2,1,1,2
175.45.176.1,30680,149.171.126.18,80,tcp,FIN,0.58705,1282,268,254,252,2,1,http,15726.08789,3052.550781,10,6,255,255,2228256836,3254671381,128,45,1,0,2825.648334,133.967531,1424255733,1424255733,54.664222,103.232797,0.147546,0.070876,0.07667,0,1,1.0,, ,1,1,1,1,1,1,1
175.45.176.1,30680,149.171.126.18,80,tcp,FIN,0.58705,1282,268,254,252,2,1,http,15726.08789,3052.550781,10,6,255,255,2228256836,3254671381,128,45,1,0,2825.648334,133.967531,1424255733,1424255733,54.664222,103.232797,0.147546,0.070876,0.07667,0,1,1.0,, ,1,1,1,1,1,1,1
