srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,label
59.166.0.3,48630,149.171.126.7,53,udp,CON,0.000975,146,178,31,29,0,0,dns,598974.375,730256.4375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424253218,1424253218,0.001,0.003,0.0,0.0,0.0,0,0,,, ,3,4,5,3,2,2,3,,0
59.166.0.4,56204,149.171.126.6,53,udp,CON,0.001055,146,178,31,29,0,0,dns,553554.5,674881.5,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424253219,1424253219,0.009,0.007,0.0,0.0,0.0,0,0,,, ,5,1,3,12,2,1,1,,0
59.166.0.7,5610,149.171.126.6,4407,tcp,FIN,0.380275,4480,3080,31,29,7,7,-,90881.59375,62649.39844,28,30,255,255,1609306260,3790715809,160,103,0,0,748.906313,18.650479,1424253219,1424253220,14.072777,13.093655,0.000694,0.000554,0.00014,0,0,,, ,2,5,2,2,1,1,1,,0
59.166.0.5,49607,149.171.126.1,50827,tcp,FIN,0.22324,424,8824,31,29,1,4,ftp-data,13295.1084,289876.375,8,12,255,255,2447214744,392435424,53,735,0,0,2166.744342,1724.313882,1424253221,1424253221,31.846715,20.247091,0.000671,0.000517,0.000154,0,0,,, ,2,2,3,4,1,1,2,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,8e-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253221,1424253221,0.008,0.0,0.0,0.0,0.0,0,0,,, ,35,35,35,35,35,18,35,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,2e-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253223,1424253223,0.002,0.0,0.0,0.0,0.0,0,0,,, ,35,35,12,12,12,8,35,,0
59.166.0.0,47993,149.171.126.4,32557,tcp,FIN,0.034107,3926,55486,31,29,7,27,-,907027.875,12823409.0,66,68,255,255,494338347,2651251169,59,816,0,0,30.634725,29.736472,1424253225,1424253225,0.519923,0.50191,0.000602,0.000476,0.000126,0,0,,, ,5,8,8,5,1,1,4,,0
59.166.0.5,51938,149.171.126.4,111,udp,CON,0.005336,568,312,31,29,0,0,-,638680.625,350824.5938,4,4,0,0,0,0,142,78,0,0,1.722514,1.791573,1424253225,1424253225,1.224,1.274333,0.0,0.0,0.0,0,0,,, ,4,8,8,3,1,1,3,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,2e-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253225,1424253225,0.002,0.0,0.0,0.0,0.0,0,0,,, ,37,37,19,19,19,19,37,,0
59.166.0.2,8268,149.171.126.5,22,tcp,FIN,0.682853,5928,8010,31,29,14,17,ssh,68336.82031,92224.82813,62,58,255,255,794333734,794657270,96,138,0,0,742.506475,767.968589,1424253225,1424253226,11.194311,11.96679,0.000748,0.000619,0.000129,0,0,,, ,2,1,3,5,2,1,1,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,2e-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253226,1424253226,0.002,0.0,0.0,0.0,0.0,0,0,,, ,33,33,24,24,24,13,33,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,2e-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253226,1424253226,0.002,0.0,0.0,0.0,0.0,0,0,,, ,33,33,24,24,24,11,33,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,2e-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253226,1424253226,0.002,0.0,0.0,0.0,0.0,0,0,,, ,33,33,24,24,24,13,33,,0
59.166.0.2,23592,149.171.126.6,25,tcp,FIN,1.026111,37320,3380,31,29,18,8,smtp,285372.625,25728.21094,52,42,255,255,1274336757,1301732769,718,80,0,0,1445.898207,44.192023,1424253226,1424253227,20.112452,25.015512,0.000603,0.000472,0.000131,0,0,,, ,1,1,1,2,1,1,2,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253228,1424253228,0.007,0.0,0.0,0.0,0.0,0,0,,, ,33,33,9,9,9,7,33,,0
59.166.0.5,57521,149.171.126.1,5190,tcp,FIN,0.003966,1036,2262,31,29,4,4,-,1916288.5,4183560.25,12,12,255,255,386850739,387143246,86,189,0,0,16.720207,0.369561,1424253228,1424253228,0.329091,0.308545,0.000688,0.000562,0.000126,0,0,,, ,2,1,1,4,2,1,1,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253229,1424253229,0.007,0.0,0.0,0.0,0.0,0,0,,, ,45,45,12,12,12,12,45,,0
59.166.0.4,5659,149.171.126.1,53,udp,CON,0.001043,146,178,31,29,0,0,dns,559923.3125,682646.1875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424253229,1424253229,0.009,0.006,0.0,0.0,0.0,0,0,,, ,1,1,2,1,1,1,1,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253229,1424253229,0.007,0.0,0.0,0.0,0.0,0,0,,, ,45,45,12,12,12,12,45,,0
59.166.0.5,37064,149.171.126.6,53,udp,CON,0.001018,130,162,31,29,0,0,dns,510805.5313,636542.25,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424253229,1424253229,0.01,0.007,0.0,0.0,0.0,0,0,,, ,1,1,1,1,1,1,1,,0
59.166.0.0,36727,149.171.126.3,34138,tcp,FIN,0.157061,528,8824,31,29,1,4,ftp-data,24245.35742,412018.2813,10,12,255,255,986856958,1104462496,53,735,0,0,1642.346096,1551.873576,1424253229,1424253229,17.414556,15.6579,0.000592,0.000478,0.000114,0,0,,, ,4,1,2,7,2,1,2,,0
59.166.0.9,44849,149.171.126.8,111,udp,CON,0.004682,568,312,31,29,0,0,-,727894.125,399829.1563,4,4,0,0,0,0,142,78,0,0,1.718743,1.525466,1424253231,1424253231,1.221333,1.082667,0.0,0.0,0.0,0,0,,, ,3,4,5,3,1,1,3,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,8e-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253231,1424253231,0.008,0.0,0.0,0.0,0.0,0,0,,, ,49,49,42,42,42,19,49,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,9e-06,264,0,60,0,0,0,dns,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253231,1424253231,0.009,0.0,0.0,0.0,0.0,0,0,,, ,49,49,42,42,42,23,49,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,8e-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253231,1424253231,0.008,0.0,0.0,0.0,0.0,0,0,,, ,49,49,42,42,42,19,49,,0
59.166.0.2,20750,149.171.126.2,34138,tcp,FIN,0.218047,528,8824,31,29,1,4,ftp-data,17464.125,296780.0625,10,12,255,255,1166855126,4238579781,53,735,0,0,2286.502867,2052.181691,1424253231,1424253231,24.193333,19.781545,0.000557,0.000447,0.00011,0,0,,, ,2,3,2,3,1,1,2,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,8e-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253231,1424253231,0.008,0.0,0.0,0.0,0.0,0,0,,, ,49,49,42,42,42,19,49,,0
59.166.0.2,48411,149.171.126.0,143,tcp,FIN,2.885856,7810,15868,31,29,30,32,-,21473.00586,43641.82031,122,126,255,255,699370189,2865453000,64,126,0,0,1508.66859,1486.104755,1424253232,1424253235,23.847314,23.083008,0.00059,0.000476,0.000114,0,0,,, ,3,3,4,4,1,1,1,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253233,1424253233,0.007,0.0,0.0,0.0,0.0,0,0,,, ,27,27,11,11,11,11,27,,0
59.166.0.8,13621,149.171.126.8,35388,tcp,FIN,0.017978,3302,35114,31,29,7,21,-,1442207.125,15346313.0,54,56,255,255,3204753426,1059683057,61,627,0,0,18.438402,17.665213,1424253233,1424253233,0.332019,0.315945,0.000735,0.000592,0.000143,0,0,,, ,3,1,1,2,1,1,1,,0
59.166.0.6,61214,149.171.126.0,22,tcp,FIN,0.04883,5928,8010,31,29,14,17,ssh,955642.0625,1289699.0,62,58,255,255,1479366660,1479687104,96,138,0,0,142.804029,152.600622,1424253233,1424253234,0.813833,0.873727,0.000765,0.000625,0.00014,0,0,,, ,1,1,2,2,1,1,1,,0
59.166.0.3,10233,149.171.126.1,6881,tcp,FIN,1.002465,13350,548216,31,29,21,197,-,106082.5078,4364960.5,232,438,255,255,1839375053,3989340006,58,1252,0,0,1368.212223,988.919527,1424253234,1424253235,4.39529,2.292899,0.000586,0.000463,0.000123,0,0,,, ,5,5,1,1,1,1,3,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253234,1424253234,0.007,0.0,0.0,0.0,0.0,0,0,,, ,50,50,42,42,42,23,50,,0
59.166.0.3,7230,149.171.126.1,6881,tcp,FIN,0.013395,1540,1644,31,29,4,4,-,862411.3125,927510.25,16,18,255,255,3984758450,1845546882,96,91,0,0,60.500819,1.424477,1424253234,1424253234,0.864333,0.809,0.000559,0.000448,0.000111,0,0,,, ,5,5,6,8,2,1,3,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,3e-06,264,0,60,0,0,0,dns,352000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253234,1424253234,0.003,0.0,0.0,0.0,0.0,0,0,,, ,50,50,42,42,42,19,50,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253234,1424253234,0.007,0.0,0.0,0.0,0.0,0,0,,, ,50,50,42,42,42,23,50,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253234,1424253234,0.007,0.0,0.0,0.0,0.0,0,0,,, ,50,50,42,42,42,23,50,,0
59.166.0.2,56334,149.171.126.2,53,udp,CON,0.001055,146,178,31,29,0,0,dns,553554.5,674881.5,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424253235,1424253235,0.032,0.007,0.0,0.0,0.0,0,0,,, ,1,1,1,4,1,1,1,,0
59.166.0.2,24145,149.171.126.6,59985,tcp,FIN,0.112788,3926,55486,31,29,7,27,-,274284.5,3877788.5,66,68,255,255,2437273632,353966461,59,816,0,0,91.013828,89.68474,1424253235,1424253235,1.756813,1.667567,0.001171,0.001056,0.000115,0,0,,, ,3,6,3,4,1,1,1,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,2e-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253236,1424253236,0.002,0.0,0.0,0.0,0.0,0,0,,, ,41,41,20,20,20,12,41,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,2e-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253236,1424253236,0.002,0.0,0.0,0.0,0.0,0,0,,, ,22,22,22,22,22,11,22,,0
59.166.0.2,43663,149.171.126.4,5190,tcp,FIN,0.005045,1036,2262,31,29,4,4,-,1506442.0,3288800.75,12,12,255,255,2981464451,832257988,86,189,0,0,24.804941,0.586945,1424253236,1424253236,0.427273,0.403273,0.000707,0.000591,0.000116,0,0,,, ,1,2,3,2,1,1,1,,0
59.166.0.8,18762,149.171.126.9,42523,tcp,FIN,0.046381,320,1948,31,29,1,2,ftp-data,46053.33984,294085.9375,6,8,255,255,3341468590,1221298237,53,244,0,0,642.15388,15.726938,1424253237,1424253237,9.2154,6.549143,0.000657,0.000534,0.000123,0,0,,, ,3,3,6,5,1,1,4,,0
59.166.0.4,56422,149.171.126.4,26667,tcp,FIN,0.027973,3926,55486,31,29,7,27,-,1105923.625,15635363.0,66,68,255,255,1551886822,3708333069,59,816,0,0,23.043135,22.24617,1424253237,1424253237,0.425338,0.410045,0.000629,0.000496,0.000133,0,0,,, ,4,2,2,5,1,1,1,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,9e-06,264,0,60,0,0,0,dns,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253238,1424253238,0.009,0.0,0.0,0.0,0.0,0,0,,, ,32,32,19,19,19,19,32,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,6e-06,264,0,60,0,0,0,dns,176000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253239,1424253239,0.006,0.0,0.0,0.0,0.0,0,0,,, ,31,31,31,31,31,14,31,,0
59.166.0.7,22689,149.171.126.7,6881,tcp,FIN,10.946178,24744,1094788,31,29,38,390,-,18043.19141,799192.5,440,858,255,255,3353989813,1237106625,56,1276,0,0,9012.318924,6438.760504,1424253240,1424253251,24.990592,12.771993,0.000718,0.000571,0.000147,0,0,,, ,2,1,1,1,1,1,1,,0
59.166.0.8,34863,149.171.126.5,21,tcp,FIN,2.380679,2934,3742,31,29,11,15,ftp,9671.19043,12342.69727,52,54,255,255,1084403296,3254147266,56,69,0,0,3833.213101,105.997938,1424253240,1424253242,46.67394,44.909152,0.000604,0.000492,0.000112,0,0,,1.0,1,1,2,8,4,1,1,3,,0
59.166.0.0,18797,149.171.126.3,14959,tcp,FIN,0.024959,2750,27682,31,29,7,16,-,861573.0,8680156.0,44,46,255,255,1384398225,1384698312,63,602,0,0,38.05281,36.657136,1424253240,1424253241,0.586452,0.553,0.000768,0.000621,0.000147,0,0,,, ,2,1,4,5,1,1,2,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,8e-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253241,1424253241,0.008,0.0,0.0,0.0,0.0,0,0,,, ,50,50,42,42,42,23,50,,0
59.166.0.9,56913,149.171.126.1,143,tcp,FIN,0.031633,7810,15868,31,29,30,32,-,1958966.875,3981411.75,122,126,255,255,3773983802,3770824426,64,126,0,0,16.330798,14.251755,1424253241,1424253241,0.267308,0.250718,0.00066,0.00054,0.00012,0,0,,, ,2,2,2,5,1,1,1,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,8e-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253241,1424253241,0.008,0.0,0.0,0.0,0.0,0,0,,, ,50,50,42,42,42,23,50,,0
59.166.0.1,25285,149.171.126.5,20098,udp,CON,0.001754,544,304,31,29,0,0,-,1860889.375,1039908.813,4,4,0,0,0,0,136,76,0,0,0.642289,0.294869,1424253241,1424253241,0.458667,0.213,0.0,0.0,0.0,0,0,,, ,5,5,9,5,1,1,4,,0
59.166.0.1,25285,149.171.126.5,20098,udp,CON,0.001754,544,304,31,29,0,0,-,1860889.375,1039908.813,4,4,0,0,0,0,136,76,0,0,0.642289,0.294869,1424253241,1424253241,0.458667,0.213,0.0,0.0,0.0,0,0,,, ,5,5,9,5,1,1,4,,0
59.166.0.9,18365,149.171.126.5,53,udp,CON,0.001042,146,178,31,29,0,0,dns,560460.625,683301.3125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424253242,1424253242,0.009,0.007,0.0,0.0,0.0,0,0,,, ,2,1,8,8,2,1,3,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,2e-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253242,1424253242,0.002,0.0,0.0,0.0,0.0,0,0,,, ,42,42,34,34,34,14,42,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,2e-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253242,1424253242,0.002,0.0,0.0,0.0,0.0,0,0,,, ,42,42,34,34,34,14,42,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,2e-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253242,1424253242,0.002,0.0,0.0,0.0,0.0,0,0,,, ,42,42,34,34,34,14,42,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,6e-06,264,0,60,0,0,0,dns,176000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253243,1424253243,0.006,0.0,0.0,0.0,0.0,0,0,,, ,44,44,34,34,34,19,44,,0
59.166.0.6,3108,149.171.126.7,55924,udp,CON,0.001566,544,304,31,29,0,0,-,2084291.125,1164750.875,4,4,0,0,0,0,136,76,0,0,0.562386,0.276242,1424253243,1424253243,0.402667,0.198333,0.0,0.0,0.0,0,0,,, ,2,2,6,4,1,1,3,,0
59.166.0.6,48361,149.171.126.7,2915,tcp,FIN,0.005096,3960,2456,31,29,7,7,-,5871271.5,3642072.0,18,18,255,255,2766506837,2765668660,220,136,0,0,14.38042,0.32873,1424253243,1424253243,0.281706,0.245765,0.001065,0.000915,0.00015,0,0,,, ,2,2,6,4,1,1,3,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,8e-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253244,1424253244,0.008,0.0,0.0,0.0,0.0,0,0,,, ,32,32,32,32,32,12,32,,0
59.166.0.5,63444,149.171.126.0,80,tcp,FIN,1.00513,1580,10168,31,29,3,5,http,11532.83594,76439.85938,12,18,255,255,3482305964,1337951517,132,565,1,0,9528.373427,7674.614525,1424253244,1424253245,91.344092,59.091706,0.000706,0.000567,0.000139,0,0,1.0,, ,1,3,4,3,1,1,2,,0
59.166.0.2,52828,149.171.126.7,5309,tcp,FIN,0.109906,3302,35114,31,29,7,21,-,235910.6875,2510290.5,54,56,255,255,4026496120,1877200695,61,627,0,0,118.140727,118.304612,1424253245,1424253245,2.067849,1.9886,0.000643,0.000525,0.000118,0,0,,, ,4,3,3,2,1,1,1,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,2e-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253246,1424253246,0.002,0.0,0.0,0.0,0.0,0,0,,, ,37,37,37,37,37,20,37,,0
59.166.0.5,58471,149.171.126.1,38747,udp,CON,0.001686,544,304,31,29,0,0,-,1935943.0,1081850.5,4,4,0,0,0,0,136,76,0,0,0.614475,0.290389,1424253246,1424253246,0.439,0.210333,0.0,0.0,0.0,0,0,,, ,3,3,3,3,1,1,2,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,5e-06,264,0,60,0,0,0,dns,211200000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253247,1424253247,0.005,0.0,0.0,0.0,0.0,0,0,,, ,39,39,23,23,23,23,39,,0
59.166.0.0,47858,149.171.126.1,5190,tcp,FIN,0.003832,1036,2262,31,29,4,4,-,1983298.5,4329854.0,12,12,255,255,3019012978,869689676,86,189,0,0,16.150399,0.369965,1424253247,1424253247,0.316909,0.302364,0.000611,0.000498,0.000113,0,0,,, ,1,3,2,3,1,1,1,,0
59.166.0.0,50401,149.171.126.2,59291,tcp,FIN,0.030888,3302,35010,31,29,7,21,-,839419.8125,8899767.0,54,54,255,255,3979012562,3979331775,61,648,0,0,35.913106,38.410444,1424253248,1424253248,0.576943,0.570774,0.000766,0.000628,0.000138,0,0,,, ,3,5,5,5,1,1,1,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253249,1424253249,0.007,0.0,0.0,0.0,0.0,0,0,,, ,23,23,11,11,11,7,23,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,3e-06,264,0,60,0,0,0,dns,352000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253249,1424253249,0.003,0.0,0.0,0.0,0.0,0,0,,, ,39,39,31,31,31,15,39,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,3e-06,264,0,60,0,0,0,dns,352000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253249,1424253249,0.003,0.0,0.0,0.0,0.0,0,0,,, ,39,39,31,31,31,15,39,,0
59.166.0.0,55364,149.171.126.2,53,udp,CON,0.001022,146,178,31,29,0,0,dns,571428.5625,696673.1875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424253250,1424253250,0.01,0.007,0.0,0.0,0.0,0,0,,, ,1,2,3,5,1,1,2,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,9e-06,264,0,60,0,0,0,dns,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253252,1424253252,0.009,0.0,0.0,0.0,0.0,0,0,,, ,51,51,21,21,21,11,51,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,9e-06,264,0,60,0,0,0,dns,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253252,1424253252,0.009,0.0,0.0,0.0,0.0,0,0,,, ,51,51,21,21,21,10,51,,0
59.166.0.0,17526,149.171.126.8,25,tcp,FIN,0.157704,37320,3276,31,29,18,8,smtp,1856795.0,162075.7969,52,40,255,255,294469021,295546881,718,82,0,0,393.377336,13.601065,1424253253,1424253253,3.085549,4.030513,0.000622,0.00051,0.000112,0,0,,, ,2,1,2,5,1,1,2,,0
59.166.0.4,21125,149.171.126.7,59213,tcp,FIN,0.013941,2750,27682,31,29,7,16,-,1542500.5,15540348.0,44,46,255,255,534464230,534748254,63,602,0,0,17.898053,17.007979,1424253253,1424253253,0.31693,0.296111,0.000751,0.000609,0.000142,0,0,,, ,3,5,4,1,1,1,1,,0
59.166.0.7,64616,149.171.126.3,63437,tcp,FIN,1.097446,4480,3080,31,29,7,7,-,31491.30078,21708.58594,28,30,255,255,414468858,517628820,160,103,0,0,2127.959669,52.318203,1424253253,1424253254,40.634372,39.174465,0.000687,0.000557,0.00013,0,0,,, ,2,1,4,2,1,1,1,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,2e-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253254,1424253254,0.002,0.0,0.0,0.0,0.0,0,0,,, ,40,40,40,40,40,22,40,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253254,1424253254,0.007,0.0,0.0,0.0,0.0,0,0,,, ,40,40,40,40,40,18,40,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253254,1424253254,0.007,0.0,0.0,0.0,0.0,0,0,,, ,40,40,40,40,40,18,40,,0
59.166.0.2,48081,149.171.126.9,54140,tcp,FIN,0.0689,3926,55590,31,29,7,27,-,448998.5625,6362380.5,66,70,255,255,894468497,918138804,59,794,0,0,71.126107,69.380601,1424253254,1424253254,1.055154,0.991362,0.000611,0.000493,0.000118,0,0,,, ,4,1,3,5,1,1,1,,0
59.166.0.1,23220,149.171.126.8,25,tcp,FIN,0.359947,37320,3380,31,29,18,8,smtp,813519.75,73344.13281,52,42,255,255,3759854677,3764998865,718,80,0,0,664.835485,21.97565,1424253255,1424253256,7.051137,8.766024,0.000661,0.000536,0.000125,0,0,,, ,2,1,2,4,2,1,1,,0
59.166.0.7,40320,149.171.126.8,80,tcp,FIN,0.026332,1048,824,31,29,2,2,http,278596.375,225429.1406,8,10,255,255,1254468298,1255945574,131,82,1,83,246.738337,5.346923,1424253255,1424253255,3.699571,2.872667,0.000605,0.000475,0.00013,0,0,1.0,, ,2,1,4,6,1,1,1,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,6e-06,264,0,60,0,0,0,dns,176000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253256,1424253256,0.006,0.0,0.0,0.0,0.0,0,0,,, ,35,35,23,23,23,23,35,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,6e-06,264,0,60,0,0,0,dns,176000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253256,1424253256,0.006,0.0,0.0,0.0,0.0,0,0,,, ,35,35,23,23,23,23,35,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,6e-06,264,0,60,0,0,0,dns,176000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253256,1424253256,0.006,0.0,0.0,0.0,0.0,0,0,,, ,35,35,23,23,23,23,35,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,6e-06,264,0,60,0,0,0,dns,176000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253256,1424253256,0.006,0.0,0.0,0.0,0.0,0,0,,, ,35,35,23,23,23,23,35,,0
59.166.0.9,60669,149.171.126.0,53,udp,CON,0.001044,146,178,31,29,0,0,dns,559386.9375,681992.3125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424253257,1424253257,0.01,0.007,0.0,0.0,0.0,0,0,,, ,1,1,4,1,1,1,1,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,4e-06,264,0,60,0,0,0,dns,264000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253257,1424253257,0.004,0.0,0.0,0.0,0.0,0,0,,, ,35,35,12,12,12,12,35,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,8e-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253259,1424253259,0.008,0.0,0.0,0.0,0.0,0,0,,, ,19,19,17,17,17,7,19,,0
59.166.0.9,63934,149.171.126.2,46012,tcp,FIN,0.023887,2750,27682,31,29,7,16,-,900238.6875,9069704.0,44,46,255,255,3712367161,1567289359,63,602,0,0,33.193846,31.755324,1424253259,1424253259,0.56119,0.505689,0.001278,0.00113,0.000148,0,0,,, ,2,3,1,2,1,1,1,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,8e-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253259,1424253259,0.008,0.0,0.0,0.0,0.0,0,0,,, ,32,32,25,25,25,12,32,,0
